c_fips,county,state,total,per_capita
01003,Baldwin,AL,3,1.47827672354747e-05
01003,Baldwin,FL,2,9.855178156983133e-06
01005,Barbour,AL,1,3.804740706920823e-05
01017,Chambers,AL,1,2.9415225320625956e-05
01021,Chilton,AL,1,2.288329519450801e-05
01031,Coffee,AL,1,1.9622078763024155e-05
01045,Dale,AL,1,2.0257267294641952e-05
01051,Elmore,AL,2,2.473043822336532e-05
01053,Escambia,AL,1,2.655266721542179e-05
01055,Etowah,AL,3,2.9126779160760402e-05
01059,Franklin,AL,1,3.17309217832778e-05
01061,Geneva,AL,1,3.755022342382937e-05
01069,Houston,AL,1,9.59140610013428e-06
01073,Jefferson,AL,3,4.542323095441779e-06
01077,Lauderdale,AL,2,2.1631209509079702e-05
01081,Lee,AL,5,3.185646750003186e-05
01089,Madison,AL,16,4.532873246698793e-05
01095,Marshall,AL,1,1.057250092509383e-05
01097,Mobile,AL,13,3.1365963586529045e-05
01101,Montgomery,AL,3,1.3199635690054954e-05
01103,Morgan,AL,1,8.385252018749423e-06
01109,Pike,AL,1,2.9854310962502986e-05
01113,Russell,AL,1,1.6994086058051798e-05
01115,St. Clair,AL,3,3.466364707785455e-05
01117,Shelby,AL,9,4.307065022324954e-05
01125,Tuscaloosa,AL,8,3.906879526486201e-05
01127,Walker,AL,1,1.540096410035268e-05
02020,Anchorage,AK,2,6.721627171505678e-06
02090,Fairbanks North Star,AK,2,2.0073065960094746e-05
02170,Matanuska-Susitna,AK,2,1.9789831984326454e-05
02195,Petersburg,AK,2,0.0006148170919151552
02198,Prince of Wales-Hyder,AK,1,0.00015365703749231714
02220,Sitka,AK,1,0.0001139211665527455
02230,Skagway,AK,1,0.0009191176470588235
02290,Yukon-Koyukuk,AK,1,0.00018298261665141812
04001,Apache,AZ,2,2.8164253928913422e-05
04003,Cochise,AZ,2,1.5816027962737437e-05
04005,Coconino,AZ,2,1.439242382809689e-05
04007,Gila,AZ,1,1.887575974932991e-05
04012,La Paz,AZ,1,4.88615264340858e-05
04013,Maricopa,AZ,45,1.0783854413172598e-05
04015,Mohave,AZ,1,4.888206712485457e-06
04017,Navajo,AZ,3,2.787119790408592e-05
04019,Pima,AZ,32,3.171133174710609e-05
04021,Pinal,AZ,3,7.396194411435503e-06
04023,Santa Cruz,AZ,1,2.148596966181084e-05
04025,Yavapai,AZ,7,3.1702180657140915e-05
04027,Yuma,AZ,3,1.4620880566900276e-05
05003,Ashley,AR,1,4.7989250407908626e-05
05007,Benton,AR,2,7.949409955046087e-06
05019,Clark,AR,1,4.441878026029405e-05
05023,Cleburne,AR,1,3.9439952672056795e-05
05031,Craighead,AR,2,1.9146634500320705e-05
05033,Crawford,AR,2,3.230808994572241e-05
05035,Crittenden,AR,2,4.0800505926273486e-05
05045,Faulkner,AR,1,8.24803490568372e-06
05051,Garland,AR,2,2.0446970781278752e-05
05063,Independence,AR,1,2.7001485081679493e-05
05065,Izard,AR,2,0.00014829094683769555
05069,Jefferson,AR,1,1.3913624220837043e-05
05079,Lincoln,AR,1,7.211885186787827e-05
05085,Lonoke,AR,1,1.4013649294412759e-05
05089,Marion,AR,1,6.167129201356769e-05
05091,Miller,AR,1,2.2835221044939714e-05
05095,Monroe,AR,1,0.00013419216317767042
05097,Montgomery,AR,1,0.00011077877478675086
05101,Newton,AR,1,0.0001274534794799898
05113,Polk,AR,1,4.951965930474398e-05
05119,Pulaski,AR,11,2.794885867024412e-05
05121,Randolph,AR,1,5.734931467568963e-05
05131,Sebastian,AR,1,7.850217843545158e-06
05143,Washington,AR,1,4.455652886817505e-06
05147,Woodruff,AR,1,0.00014912019087384433
06001,Alameda,CA,26,1.590663539177431e-05
06005,Amador,CA,1,2.700440171747995e-05
06007,Butte,CA,8,3.5613962453980086e-05
06013,Contra Costa,CA,16,1.4229748177925213e-05
06019,Fresno,CA,9,9.283250540491476e-06
06019,Fresno,OR,2,2.0629445645536615e-06
06021,Glenn,CA,1,3.6032140669477175e-05
06023,Humboldt,CA,4,2.960725970007846e-05
06025,Imperial,CA,2,1.1177118203613562e-05
06029,Kern,CA,4,4.566048461755349e-06
06031,Kings,CA,1,6.66289102841723e-06
06035,Lassen,CA,1,3.199385717942155e-05
06037,Los Angeles,CA,91,9.02292974330459e-06
06039,Madera,CA,1,6.511434078241392e-06
06041,Marin,CA,10,3.8326511214337184e-05
06043,Mariposa,CA,1,5.6747247758483716e-05
06045,Mendocino,CA,2,2.2960267257510878e-05
06045,Mendocino,DC,1,1.1480133628755439e-05
06047,Merced,CA,2,7.508832263950472e-06
06053,Monterey,CA,4,9.290399301361972e-06
06057,Nevada,CA,2,2.026835299363574e-05
06059,Orange,AL,1,3.175328964080679e-07
06059,Orange,CA,35,1.1113651374282376e-05
06061,Placer,CA,3,8.046325377305608e-06
06063,Plumas,CA,1,5.426819341184132e-05
06065,Riverside,CA,22,9.378399669880332e-06
06067,Sacramento,CA,28,1.8745723631796497e-05
06069,San Benito,CA,2,3.435481654527965e-05
06071,San Bernardino,CA,23,1.0872591661856727e-05
06073,San Diego,CA,43,1.3106359632412332e-05
06075,San Francisco,CA,33,3.823825911634859e-05
06077,San Joaquin,CA,9,1.2460696885241135e-05
06079,San Luis Obispo,CA,4,1.428178679434584e-05
06081,San Mateo,CA,14,1.829933795609466e-05
06083,Santa Barbara,CA,8,1.8090174999830404e-05
06085,Santa Clara,CA,32,1.66989774485528e-05
06085,Santa Clara,NY,1,5.21843045267275e-07
06085,Santa Clara,WA,1,5.21843045267275e-07
06087,Santa Cruz,CA,3,1.0968801073479998e-05
06089,Shasta,CA,4,2.2432338459122672e-05
06091,Sierra,CA,1,0.00033500837520938025
06093,Siskiyou,CA,1,2.311924908678966e-05
06095,Solano,CA,1,2.307289419462909e-06
06097,Sonoma,CA,11,2.1962093426745436e-05
06099,Stanislaus,CA,6,1.1252581060780817e-05
06101,Sutter,CA,1,1.0495161730442266e-05
06103,Tehama,CA,1,1.5833306944488427e-05
06107,Tulare,CA,8,1.7499305496313115e-05
06109,Tuolumne,CA,2,3.730299356523361e-05
06111,Ventura,CA,10,1.182309807732779e-05
06113,Yolo,CA,2,9.432316058046473e-06
08001,Adams,CO,5,1.0194864642782137e-05
08005,Arapahoe,CO,12,1.9017914875813017e-05
08013,Boulder,CO,8,2.515509689428885e-05
08014,Broomfield,CO,4,6.166558751888509e-05
08029,Delta,CO,1,3.343028114866446e-05
08031,Denver,CO,24,3.512443563081291e-05
08035,Douglas,CO,7,2.1737442745128485e-05
08037,Eagle,CO,4,7.42597233825304e-05
