c_fips,county,state,total,per_capita
01001,Autauga,AL,2,3.645377661125693e-05
01003,Baldwin,AL,2,9.855178156983133e-06
01019,Cherokee,AL,1,3.88621172081455e-05
01033,Colbert,AL,1,1.83766102504732e-05
01035,Conecuh,AL,1,7.887679444707367e-05
01039,Covington,AL,1,2.6626903823623388e-05
01047,Dallas,AL,2,4.885675200312683e-05
01051,Elmore,AL,2,2.473043822336532e-05
01055,Etowah,AL,1,9.708926386920135e-06
01069,Houston,AL,1,9.59140610013428e-06
01073,Jefferson,AL,7,1.0598753889364151e-05
01075,Lamar,AL,1,7.180297264306742e-05
01081,Lee,AL,1,6.371293500006371e-06
01083,Limestone,AL,1,1.0921203516627532e-05
01089,Madison,AL,6,1.6998274675120474e-05
01097,Mobile,AL,3,7.23829928919901e-06
01101,Montgomery,AL,1,4.399878563351651e-06
01103,Morgan,AL,1,8.385252018749423e-06
01109,Pike,AL,1,2.9854310962502986e-05
01117,Shelby,AL,7,3.3499394618082974e-05
01125,Tuscaloosa,AL,2,9.767198816215503e-06
01127,Walker,AL,1,1.540096410035268e-05
02110,Juneau,AK,1,3.066073892380806e-05
04005,Coconino,AZ,1,7.196211914048445e-06
04007,Gila,AZ,2,3.775151949865982e-05
04012,La Paz,AZ,1,4.88615264340858e-05
04013,Maricopa,AZ,27,6.470312647903559e-06
04015,Mohave,AZ,2,9.776413424970915e-06
04017,Navajo,AZ,1,9.290399301361972e-06
04019,Pima,AS,1,9.909791170970654e-07
04019,Pima,AZ,10,9.909791170970654e-06
04021,Pinal,AZ,4,9.86159254858067e-06
05003,Ashley,AR,1,4.7989250407908626e-05
05005,Baxter,AR,1,2.4308425300209054e-05
05007,Benton,AR,2,7.949409955046087e-06
05025,Cleveland,AR,3,0.00036214389183969096
05031,Craighead,AR,3,2.871995175048106e-05
05043,Drew,AR,2,0.00010745178101327029
05051,Garland,AR,1,1.0223485390639376e-05
05089,Marion,AR,1,6.167129201356769e-05
05103,Ouachita,AR,1,4.1125185063332785e-05
05105,Perry,AR,1,9.702144173862424e-05
05115,Pope,AR,2,3.144258583825934e-05
