c_fips,county,state,total,per_capita
01003,Baldwin,AL,8,3.9420712627932534e-05
01003,Baldwin,FL,1,4.927589078491567e-06
01009,Blount,AL,1,1.738344400792685e-05
01015,Calhoun,AL,1,8.660333076410118e-06
01017,Chambers,GA,1,2.9415225320625956e-05
01021,Chilton,AL,1,2.288329519450801e-05
01025,Clarke,AL,1,4.048910842983238e-05
01031,Coffee,AL,1,1.9622078763024155e-05
01033,Colbert,AL,1,1.83766102504732e-05
01049,DeKalb,AL,1,1.4067269683627105e-05
01055,Etowah,AL,2,1.941785277384027e-05
01059,Franklin,AL,1,3.17309217832778e-05
01069,Houston,AL,3,2.877421830040284e-05
01073,Jefferson,AL,2,3.028215396961186e-06
01077,Lauderdale,AL,4,4.3262419018159403e-05
01081,Lee,AL,3,1.9113880500019113e-05
01083,Limestone,AL,2,2.1842407033255064e-05
01089,Madison,AL,13,3.6829595129427695e-05
01097,Mobile,AL,11,2.6540430727063036e-05
01101,Montgomery,AL,1,4.399878563351651e-06
01103,Morgan,AL,1,8.385252018749423e-06
01113,Russell,AL,2,3.3988172116103597e-05
01115,St. Clair,AL,1,1.1554549025951517e-05
01117,Shelby,AL,12,5.7427533630999385e-05
01125,Tuscaloosa,AL,8,3.906879526486201e-05
02020,Anchorage,AK,3,1.0082440757258517e-05
02050,Bethel,AK,2,0.0001113895850737956
02090,Fairbanks North Star,AK,3,3.0109598940142117e-05
02170,Matanuska-Susitna,AK,1,9.894915992163227e-06
02261,Valdez-Cordova,AK,1,0.00010730765103551884
04001,Apache,AZ,1,1.4082126964456711e-05
04003,Cochise,AZ,1,7.908013981368719e-06
04005,Coconino,AZ,2,1.439242382809689e-05
04007,Gila,AZ,2,3.775151949865982e-05
04013,Maricopa,AZ,47,1.1263136831535825e-05
04015,Mohave,AZ,1,4.888206712485457e-06
04017,Navajo,AZ,6,5.574239580817184e-05
04019,Pima,AZ,27,2.6756436161620766e-05
04021,Pinal,AZ,5,1.2326990685725838e-05
04025,Yavapai,AZ,4,1.8115531804080524e-05
04027,Yuma,AZ,1,4.8736268556334256e-06
05005,Baxter,AR,3,7.292527590062716e-05
05007,Benton,AR,3,1.192411493256913e-05
05019,Clark,AR,1,4.441878026029405e-05
05033,Crawford,AR,1,1.6154044972861205e-05
05045,Faulkner,AR,1,8.24803490568372e-06
05047,Franklin,AR,1,5.6341202321257534e-05
05055,Greene,AR,5,0.0001128668171557562
05067,Jackson,AR,1,5.7587100489490355e-05
05091,Miller,AR,1,2.2835221044939714e-05
05103,Ouachita,AR,2,8.225037012666557e-05
05105,Perry,AR,2,0.00019404288347724848
05115,Pope,AR,1,1.572129291912967e-05
05119,Pulaski,AR,9,2.286724800292701e-05
05121,Randolph,AR,3,0.00017204794402706888
