c_fips,county,state,total,per_capita
01003,Baldwin,AL,6,2.7541254504142664e-05
01003,Baldwin,FL,1,4.590209084023777e-06
01007,Bibb,AL,1,4.470872267179327e-05
01017,Chambers,AL,1,2.9761904761904762e-05
01031,Coffee,AL,1,1.9249278152069297e-05
01041,Crenshaw,AL,1,7.233273056057866e-05
01051,Elmore,AL,1,1.2344002666304576e-05
01073,Jefferson,AL,4,6.065853943335825e-06
01081,Lee,AL,1,6.110377865767219e-06
01083,Limestone,AL,1,1.0397496282895078e-05
01089,Madison,AL,13,3.542195725387189e-05
01097,Mobile,AL,1,2.415995825159214e-06
01099,Monroe,AL,2,9.495774380400722e-05
01117,Shelby,AL,5,2.3192923375219752e-05
01123,Tallapoosa,AL,1,2.467003823855927e-05
01125,Tuscaloosa,AL,2,9.600660525444151e-06
02020,Anchorage,AK,2,6.8841839316262855e-06
02170,Matanuska-Susitna,AK,1,9.335760631097419e-06
02290,Yukon-Koyukuk,AK,1,0.0001866019779809666
04001,Apache,AZ,1,1.3940973916437802e-05
04003,Cochise,AZ,2,1.5821407947093213e-05
04013,Maricopa,AZ,35,7.95020355928342e-06
04015,Mohave,AZ,6,2.8668080958660627e-05
04017,Navajo,AZ,3,2.721285898296475e-05
04019,Pima,AK,2,1.9294701482026023e-06
04019,Pima,AZ,8,7.717880592810409e-06
04025,Yavapai,AZ,6,2.5887510139274805e-05
04027,Yuma,AZ,2,9.451259852938397e-06
05003,Ashley,AR,1,4.9970017989206476e-05
05005,Baxter,AR,2,4.8049202383240436e-05
05007,Benton,AR,1,3.6728787288901295e-06
05023,Cleburne,AR,1,4.000960230455309e-05
05027,Columbia,AR,1,4.239803273128127e-05
05029,Conway,AR,1,4.801920768307323e-05
05033,Crawford,AR,1,1.577809684595844e-05
05045,Faulkner,AR,6,4.794706643865173e-05
05085,Lonoke,AR,1,1.3625648921529888e-05
05091,Miller,AR,1,2.3061666897283336e-05
05119,Pulaski,AR,6,1.530932490980256e-05
05121,Randolph,AR,1,5.564830272676683e-05
05141,Van Buren,AR,1,6.0114217012323416e-05
05143,Washington,AR,2,8.45269239384475e-06
05143,Washington,TX,1,4.226346196922375e-06
05145,White,AR,4,5.1032775800257716e-05
06001,Alameda,CA,11,6.5996462589605195e-06
06005,Amador,CA,2,5.075498033244512e-05
06007,Butte,CA,1,4.341427200777984e-06
06011,Colusa,CA,3,0.00014006910075637315
06013,Contra Costa,CA,4,3.4766918234292524e-06
06017,El Dorado,CA,4,2.097029557631615e-05
06017,El Dorado,TN,1,5.2425738940790374e-06
06019,Fresno,CA,1,1.0081153283935682e-06
06023,Humboldt,CA,1,7.3397727606353305e-06
06027,Inyo,CA,2,0.00011144544745347152
06029,Kern,CA,5,5.594355519055494e-06
06031,Kings,CA,2,1.3211610363187168e-05
06033,Lake,CA,1,1.554798886763997e-05
06037,Los Angeles,CA,131,1.3003893425251338e-05
06041,Marin,CA,5,1.9255801773074227e-05
06045,Mendocino,CA,1,1.1441516687452088e-05
06047,Merced,CA,1,3.647624849079522e-06
06051,Mono,CA,1,6.942997986530584e-05
06055,Napa,CA,2,1.4410363933741146e-05
06057,Nevada,CA,2,2.0098886521686698e-05
06059,Orange,CA,22,6.927011029375879e-06
06061,Placer,CA,10,2.548874671832386e-05
06065,Riverside,CA,25,1.022165035495703e-05
06067,Sacramento,CA,19,1.234771690714387e-05
06069,San Benito,CA,1,1.626889225112662e-05
06071,San Bernardino,CA,20,9.230401434773599e-06
06073,San Diego,CA,30,8.998575525494315e-06
06073,San Diego,PA,1,2.9995251751647713e-07
06075,San Francisco,CA,11,1.2490121449399112e-05
06077,San Joaquin,CA,10,1.328919548539451e-05
06079,San Luis Obispo,CA,2,7.058308688072164e-06
06081,San Mateo,CA,6,7.805578647059053e-06
06083,Santa Barbara,CA,1,2.243259006684912e-06
06085,Santa Clara,CA,9,4.6575726697775804e-06
06087,Santa Cruz,CA,5,1.825877060045793e-05
06089,Shasta,CA,1,5.564551580610876e-06
06095,Solano,CA,5,1.121767906220203e-05
06097,Sonoma,CA,1,2.0054427716823457e-06
06099,Stanislaus,CA,3,5.473194119600238e-06
06103,Tehama,CA,1,1.5620606704364397e-05
06107,Tulare,CA,2,4.304880227469871e-06
06109,Tuolumne,CA,3,5.516024049864857e-05
06111,Ventura,CA,5,5.895239240598862e-06
06113,Yolo,CA,1,4.543017835888023e-06
08001,Adams,CO,6,1.173355444564822e-05
08003,Alamosa,CO,1,6.154603643525357e-05
08005,Arapahoe,CO,5,7.671100051089526e-06
08013,Boulder,CO,4,1.2321492379156964e-05
08023,Costilla,CO,2,0.0005246589716684155
08027,Custer,CO,1,0.00020267531414673692
08031,Denver,CO,6,8.376787920671818e-06
08035,Douglas,CO,2,5.831090792999193e-06
08037,Eagle,CO,1,1.8200680705458385e-05
08041,El Paso,CO,7,9.830231895170407e-06
08043,Fremont,CO,5,0.00010425571842615568
08059,Jefferson,CO,2,3.451894399646526e-06
08069,Larimer,CO,1,2.851765242685222e-06
08083,Montezuma,CO,1,3.8237993270113186e-05
08101,Pueblo,CO,1,5.972930678166549e-06
08123,Weld,CO,3,9.529406159172848e-06
09001,Fairfield,CT,6,6.356127465780199e-06
09003,Hartford,CT,7,7.842434291604114e-06
09005,Litchfield,CT,3,1.6565890830779425e-05
09007,Middlesex,CT,1,6.13986615091791e-06
09009,New Haven,CT,4,4.667602520972122e-06
09015,Windham,CT,1,8.542700689395945e-06
10001,Kent,DE,3,1.6802957320488404e-05
10003,New Castle,DE,3,5.3806833467850415e-06
10005,Sussex,DE,1,4.3594069462790285e-06
11001,District of Columbia,DC,11,1.5679633723756214e-05
12001,Alachua,FL,4,1.487812952155655e-05
12003,Baker,FL,1,3.526963637004903e-05
12005,Bay,FL,3,1.6108247422680413e-05
12009,Brevard,FL,4,6.72039623456199e-06
12011,Broward,FL,25,1.2846159024144098e-05
12013,Calhoun,FL,1,6.87616035205941e-05
12015,Charlotte,FL,3,1.622946296707042e-05
12019,Clay,FL,2,9.263204698297423e-06
12023,Columbia,FL,1,1.4150676402332031e-05
12031,Duval,FL,10,1.0541273301484633e-05
12033,Escambia,FL,2,6.3471107951660405e-06
12035,Flagler,FL,2,1.784360083864924e-05
12041,Gilchrist,FL,1,5.469262743382192e-05
12049,Hardee,FL,1,3.680800942285041e-05
12053,Hernando,FL,1,5.247085244146877e-06
12055,Highlands,FL,3,2.8589671504674413e-05
12057,Hillsborough,FL,18,1.2397385804580008e-05
12061,Indian River,FL,1,6.361849262343578e-06
12063,Jackson,FL,1,2.0784835384103757e-05
12069,Lake,FL,5,1.4016595649248711e-05
12071,Lee,FL,11,1.4579771230135062e-05
12073,Leon,FL,2,6.8573701299814505e-06
12081,Manatee,FL,1,2.5355805338411257e-06
12083,Marion,FL,1,2.7850343394734056e-06
12085,Martin,FL,1,6.221149419566759e-06
12086,Miami-Dade,FL,37,1.3628725522624789e-05
12091,Okaloosa,FL,1,4.832458658316178e-06
12095,Orange,FL,17,1.2305108791638316e-05
12097,Osceola,FL,6,1.6284169615910718e-05
12099,Palm Beach,FL,20,1.3487304400367934e-05
12101,Pasco,FL,7,1.2984844831104267e-05
12103,Pinellas,FL,13,1.3359943600484247e-05
12105,Polk,FL,14,1.9813274044469478e-05
12107,Putnam,FL,2,2.7011331253460828e-05
12109,St. Johns,FL,4,1.5759571970025294e-05
12111,St. Lucie,FL,7,2.184598580010923e-05
12115,Sarasota,FL,3,7.0368189825228876e-06
12117,Seminole,FL,15,3.204292898005221e-05
12119,Sumter,FL,4,3.107544340773312e-05
12121,Suwannee,FL,1,2.2635188664297515e-05
12127,Volusia,FL,5,9.15581549933071e-06
12129,Wakulla,FL,1,3.085181871471323e-05
12131,Walton,FL,1,1.4137872532941244e-05
13011,Banks,GA,3,0.00015812776723592663
13025,Brantley,GA,1,5.267316302343956e-05
13031,Bulloch,GA,2,2.589264907692706e-05
13039,Camden,GA,1,1.863898156604723e-05
13045,Carroll,GA,1,8.474791731993185e-06
13051,Chatham,GA,6,2.0749327375970897e-05
13057,Cherokee,GA,2,7.876682656332459e-06
13059,Clarke,GA,2,1.5714869409435208e-05
13063,Clayton,GA,3,1.0373551592858847e-05
13067,Cobb,GA,1,1.3226288571164046e-06
13073,Columbia,GA,2,1.2980522725650162e-05
13077,Coweta,GA,2,1.3698817792024549e-05
13079,Crawford,GA,2,0.00016215339711366953
13085,Dawson,GA,1,3.979782703864369e-05
13087,Decatur,GA,1,3.763218304293832e-05
13089,DeKalb,GA,14,1.8545355315761168e-05
13097,Douglas,GA,1,6.895410414827891e-06
13103,Effingham,GA,1,1.6069936363052e-05
13105,Elbert,GA,1,5.2369730295888974e-05
13113,Fayette,GA,1,8.835405235861143e-06
13119,Franklin,GA,2,8.682816705739342e-05
13121,Fulton,GA,11,1.0474883609759163e-05
13135,Gwinnett,GA,5,5.391783138168756e-06
13137,Habersham,GA,1,2.2039538932845525e-05
13157,Jackson,GA,3,4.2659082829719164e-05
13163,Jefferson,GA,1,6.483402489626556e-05
13185,Lowndes,GA,3,2.5793360788932928e-05
13205,Mitchell,GA,1,4.51773209848656e-05
13207,Monroe,GA,3,0.00010907900956259317
13219,Oconee,GA,1,2.5330563858351486e-05
13247,Rockdale,GA,1,1.1049113308656981e-05
13253,Seminole,GA,1,0.00012091898428053205
13275,Thomas,GA,1,2.2556051788694907e-05
13291,Union,GA,1,4.1832252666806106e-05
13297,Walton,GA,3,3.218815046887406e-05
13305,Wayne,GA,1,3.354579000335458e-05
15001,Hawaii,HI,1,4.962557503635073e-06
15003,Honolulu,HI,1,1.0205560397526988e-06
15007,Kauai,NH,1,1.385655692273584e-05
16001,Ada,ID,7,1.4932887337764845e-05
16017,Bonner,ID,1,2.236886254333967e-05
16021,Boundary,ID,1,8.322237017310254e-05
16039,Elmore,ID,1,3.654703603537753e-05
16049,Idaho,ID,1,6.0694343287205633e-05
16051,Jefferson,ID,1,3.4007821799013776e-05
16055,Kootenai,ID,1,6.203127616944463e-06
16079,Shoshone,ID,1,7.818608287724784e-05
17005,Bond,IL,1,6.010699044298852e-05
17011,Bureau,IL,1,3.0340726356988985e-05
17019,Champaign,IL,2,9.527529797349441e-06
17021,Christian,IL,1,3.062505742198267e-05
17031,Cook,IL,46,8.89411364357033e-06
17043,DuPage,IL,8,8.62769035650695e-06
17073,Henry,IL,1,2.0379465650410645e-05
17075,Iroquois,IL,1,3.638480570513753e-05
17077,Jackson,IL,1,1.7455357922114193e-05
17083,Jersey,IL,1,4.588208304657031e-05
17089,Kane,IL,1,1.8771587325424238e-06
17091,Kankakee,IL,1,9.094795048793576e-06
17095,Knox,IL,1,2.000880387370443e-05
17097,Lake,IL,3,4.288244349880715e-06
17109,McDonough,IL,2,6.670224119530417e-05
17111,McHenry,IL,3,9.732328524481673e-06
17117,Macoupin,IL,1,2.206628712652809e-05
17119,Madison,IL,1,3.787505775946308e-06
17137,Morgan,IL,3,8.816528051253416e-05
17139,Moultrie,IL,1,6.826870562534134e-05
17141,Ogle,IL,1,1.969240463953053e-05
17159,Richland,IL,1,6.371455877668048e-05
17173,Shelby,IL,1,4.602780079167817e-05
17179,Tazewell,IL,1,7.550018875047188e-06
17197,Will,IL,2,2.8937320317326655e-06
17201,Winnebago,IL,2,7.051440256672425e-06
18003,Allen,IN,2,5.332210014423628e-06
18011,Boone,IN,1,1.4940983116689078e-05
18029,Dearborn,IN,1,2.0209369063497837e-05
18031,Decatur,IN,3,0.00011225444340505144
18035,Delaware,IN,2,1.7498272045635494e-05
