c_fips,county,state,total,per_capita
01001,Autauga,AL,1,1.800731096825311e-05
01003,Baldwin,AL,3,1.3770627252071332e-05
01003,Baldwin,FL,1,4.590209084023777e-06
01011,Bullock,AL,1,9.828975820719482e-05
01033,Colbert,AL,1,1.8180495963929897e-05
01077,Lauderdale,AL,2,2.1597339207809597e-05
01081,Lee,AL,1,6.110377865767219e-06
01089,Madison,AL,4,1.0899063770422121e-05
01103,Morgan,AL,2,1.6778101222284675e-05
01113,Russell,AL,2,3.461165720614703e-05
01115,St. Clair,AL,1,1.1279806889706048e-05
01117,Shelby,AL,4,1.85543387001758e-05
01123,Tallapoosa,AL,2,4.934007647711854e-05
02050,Bethel,AK,1,5.4887754541961686e-05
02122,Kenai Peninsula,AK,1,1.7076211130274414e-05
02170,Matanuska-Susitna,AK,1,9.335760631097419e-06
02290,Yukon-Koyukuk,AK,1,0.0001866019779809666
04003,Cochise,AZ,3,2.373211192063982e-05
04005,Coconino,AZ,2,1.4032822772464796e-05
04007,Gila,AZ,1,1.8587015111243284e-05
04013,Maricopa,AZ,27,6.133014174304351e-06
04015,Mohave,AZ,3,1.4334040479330314e-05
04017,Navajo,AZ,1,9.070952994321584e-06
04019,Pima,AK,2,1.9294701482026023e-06
04019,Pima,AZ,15,1.4471026111519516e-05
04019,Pima,CA,1,9.647350741013011e-07
04021,Pinal,AZ,6,1.3428646884777733e-05
04023,Santa Cruz,AZ,1,2.1554046772281497e-05
04025,Yavapai,AZ,1,4.314585023212468e-06
04027,Yuma,AZ,2,9.451259852938397e-06
05001,Arkansas,AR,3,0.00016924292000451314
05005,Baxter,AR,2,4.8049202383240436e-05
05007,Benton,AR,3,1.1018636186670388e-05
05013,Calhoun,AR,1,0.0001913143294432753
05015,Carroll,AR,1,3.5590988361746805e-05
05027,Columbia,AR,1,4.239803273128127e-05
05031,Craighead,AR,1,9.18982502573151e-06
05035,Crittenden,AR,1,2.0676963794636395e-05
05043,Drew,AR,1,5.456132693147097e-05
05045,Faulkner,AR,1,7.991177739775289e-06
05057,Hempstead,AR,1,4.6114825916532166e-05
05071,Johnson,AR,1,3.7510784350500766e-05
05079,Lincoln,AR,1,7.584951456310679e-05
05085,Lonoke,AR,2,2.7251297843059776e-05
05091,Miller,AR,1,2.3061666897283336e-05
05115,Pope,AR,3,4.717426172280404e-05
05117,Prairie,AR,1,0.00012373174956693887
05119,Pulaski,AR,1,2.5515541516337603e-06
06001,Alameda,CA,10,5.999678417236836e-06
06005,Amador,CA,1,2.537749016622256e-05
06005,Amador,IN,1,2.537749016622256e-05
06011,Colusa,CA,1,4.668970025212438e-05
06013,Contra Costa,CA,8,6.953383646858505e-06
06015,Del Norte,CA,1,3.604902667627974e-05
06017,El Dorado,CA,3,1.572772168223711e-05
06019,Fresno,CA,1,1.0081153283935682e-06
06023,Humboldt,CA,2,1.4679545521270661e-05
06025,Imperial,CA,1,5.5089437702109375e-06
06029,Kern,CA,6,6.713226622866592e-06
06037,Los Angeles,CA,68,6.750112617687717e-06
06041,Marin,CA,4,1.5404641418459382e-05
06045,Mendocino,CA,1,1.1441516687452088e-05
06053,Monterey,CA,1,2.3044129508007833e-06
06055,Napa,NV,1,7.205181966870573e-06
06057,Nevada,CA,2,2.0098886521686698e-05
06059,Orange,CA,21,6.6121468916769755e-06
06061,Placer,CA,7,1.7842122702826703e-05
06063,Plumas,CA,2,0.00010671789125446881
06065,Riverside,CA,12,4.9063921703793745e-06
06067,Sacramento,CA,12,7.79855804661718e-06
06069,San Benito,CA,2,3.253778450225324e-05
06071,San Bernardino,CA,15,6.922801076080199e-06
06073,San Diego,CA,21,6.2990028678460196e-06
06075,San Francisco,CA,12,1.3625587035708122e-05
06077,San Joaquin,CA,3,3.986758645618353e-06
06081,San Mateo,CA,5,6.504648872549211e-06
06083,Santa Barbara,CA,2,4.486518013369824e-06
06085,Santa Clara,CA,7,3.622556520938118e-06
06087,Santa Cruz,CA,2,7.303508240183172e-06
