c_fips,county,state,total,per_capita
01001,Autauga,AL,1,1.8053800324968405e-05
01003,Baldwin,AL,3,1.4116252040974774e-05
01053,Escambia,AL,1,2.703214121590571e-05
01065,Hale,AL,1,6.756300249983109e-05
01073,Jefferson,AL,3,4.5482179324104495e-06
01081,Lee,AL,2,1.238850346878097e-05
01089,Madison,AL,2,5.528496635909797e-06
01095,Marshall,AL,2,2.092663123090445e-05
01097,Mobile,AL,3,7.245589247545556e-06
01101,Montgomery,AL,1,4.4001496050865726e-06
01103,Morgan,AL,2,1.6818311777863737e-05
01113,Russell,AL,1,1.7548477669562164e-05
01115,St. Clair,AL,1,1.1373200191069764e-05
01121,Talladega,AL,1,1.2477851813031868e-05
01125,Tuscaloosa,AL,2,9.633076130200657e-06
01133,Winston,AL,1,4.208754208754209e-05
02020,Anchorage,AK,1,3.3974546269934566e-06
02110,Juneau,AK,1,3.115458907097015e-05
02150,Kodiak Island,AK,1,7.400828892835997e-05
02170,Matanuska-Susitna,AK,1,9.413359439716846e-06
02180,Nome,AK,1,9.975062344139652e-05
02290,Yukon-Koyukuk,AK,1,0.00018487705675725643
04003,Cochise,AZ,4,3.203485392106612e-05
04005,Coconino,AZ,1,7.0921482826362935e-06
04012,La Paz,AZ,2,9.659036028204386e-05
04013,Maricopa,AZ,93,2.1492037315723113e-05
04015,Mohave,AZ,4,1.9322084659713937e-05
04019,Pima,AZ,19,1.8511463954769673e-05
04021,Pinal,AZ,2,4.634306846724935e-06
04025,Yavapai,AZ,1,4.384388070956936e-06
04027,Yuma,AZ,1,4.773110206341554e-06
05007,Benton,AR,3,1.1253446367950184e-05
05009,Boone,AR,1,2.6695854133853012e-05
05013,Calhoun,AR,1,0.00019227071716977504
05015,Carroll,AR,2,7.177462766911897e-05
05039,Dallas,AR,1,0.0001368550704803613
05063,Independence,AR,1,2.674440373351876e-05
05097,Montgomery,AR,1,0.0001124859392575928
05109,Pike,AR,1,9.315323707498835e-05
05119,Pulaski,AR,4,1.017087062652563e-05
05131,Sebastian,AR,1,7.825583397242264e-06
05143,Washington,AR,1,4.296787721499407e-06
06001,Alameda,AL,1,6.023385190664235e-07
06001,Alameda,CA,17,1.0239754824129199e-05
06007,Butte,CA,3,1.3117850771329625e-05
06013,Contra Costa,CA,11,9.602500141855117e-06
06015,Del Norte,CA,1,3.6561734488684145e-05
06017,El Dorado,CA,2,1.0600013780017914e-05
06017,El Dorado,TN,1,5.300006890008957e-06
06019,Fresno,CA,5,5.0749159086433935e-06
06025,Imperial,CA,1,5.505122516501604e-06
06029,Kern,CA,7,7.888603897421103e-06
06037,Los Angeles,CA,96,9.501459414268678e-06
06039,Madera,CA,3,1.9302162485603805e-05
06041,Marin,CA,6,2.3099222711155768e-05
06045,Mendocino,CA,1,1.141865351237782e-05
06053,Monterey,CA,3,6.90394767728187e-06
06055,Napa,CA,2,1.4298174123164473e-05
06057,Nevada,CA,2,2.0127406483037627e-05
06059,Orange,CA,27,8.50584178063182e-06
06061,Placer,CA,4,1.0386507926203862e-05
06063,Plumas,CA,4,0.00021436227224008573
06065,Riverside,CA,21,8.695781800474044e-06
06067,Sacramento,CA,22,1.4404495250117691e-05
06071,San Bernardino,CA,20,9.298238681137825e-06
06073,San Diego,CA,23,6.925130606457775e-06
06075,San Francisco,CA,17,1.936130472415835e-05
06077,San Joaquin,AZ,1,1.34535904942311e-06
06077,San Joaquin,CA,7,9.41751334596177e-06
06079,San Luis Obispo,CA,1,3.540061101454611e-06
06081,San Mateo,CA,4,5.202230196085061e-06
06083,Santa Barbara,CA,5,1.1228435789067096e-05
06085,Santa Clara,CA,20,1.0349234932807592e-05
06085,Santa Clara,WA,1,5.174617466403796e-07
06087,Santa Cruz,CA,1,3.638268766190296e-06
06089,Shasta,CA,1,5.574633189136155e-06
06095,Solano,CA,3,6.764206524753614e-06
06097,Sonoma,CA,4,7.960690112225829e-06
06099,Stanislaus,CA,4,7.343262648310958e-06
06103,Tehama,CA,2,3.132488605572697e-05
06107,Tulare,CA,3,6.489180373257655e-06
06109,Tuolumne,CA,1,1.8526752630798872e-05
06111,Ventura,CA,7,8.244566830458728e-06
06111,Ventura,OK,1,1.177795261494104e-06
06113,Yolo,CA,1,4.577140843200886e-06
06115,Yuba,CA,1,1.305858079343937e-05
08001,Adams,CO,6,1.1914454218709665e-05
08005,Arapahoe,CO,6,9.309860072803106e-06
08007,Archuleta,CO,1,7.521624670928921e-05
08013,Boulder,CO,4,1.2405370284796288e-05
08014,Broomfield,CO,2,2.9298448647144134e-05
08019,Clear Creek,CO,1,0.00010444955086693127
08031,Denver,CO,12,1.7022218250371298e-05
08035,Douglas,CO,3,8.933463563379947e-06
08041,El Paso,CO,11,1.571206357957946e-05
08043,Fremont,CO,1,2.1031378817195256e-05
08059,Jefferson,CO,4,6.9514804046456745e-06
08069,Larimer,CO,3,8.718801222957184e-06
08077,Mesa,CO,1,6.615069127472382e-06
08117,Summit,CO,2,6.489292667099286e-05
08119,Teller,CO,4,0.00016211396611818109
08123,Weld,CO,3,9.807607434166436e-06
09001,Fairfield,CT,2,2.120805312193146e-06
09003,Hartford,CT,3,3.359176598632143e-06
09009,New Haven,CT,4,4.663374324393645e-06
