c_fips,county,state,total,per_capita
01003,Baldwin,AL,2,9.180418168047554e-06
01003,Baldwin,FL,2,9.180418168047554e-06
01009,Blount,AL,1,1.730972287133683e-05
01015,Calhoun,AL,1,8.746534185828866e-06
01017,Chambers,AL,5,0.00014880952380952382
01021,Chilton,AL,1,2.264338926250481e-05
01031,Coffee,AL,1,1.9249278152069297e-05
01043,Cullman,AL,1,1.1987820374499509e-05
01051,Elmore,AL,1,1.2344002666304576e-05
01053,Escambia,AL,1,2.737925747453729e-05
01059,Franklin,AL,1,3.1950923381685733e-05
01069,Houston,AL,3,2.8634150997422926e-05
01073,Jefferson,AL,8,1.213170788667165e-05
01077,Lauderdale,AL,1,1.0798669603904798e-05
01081,Lee,AL,1,6.110377865767219e-06
01083,Limestone,AL,1,1.0397496282895078e-05
01089,Madison,AL,2,5.449531885211061e-06
01097,Mobile,AL,2,4.831991650318428e-06
01099,Monroe,AL,1,4.747887190200361e-05
01103,Morgan,AL,1,8.389050611142337e-06
01111,Randolph,AL,1,4.4000528006336074e-05
01113,Russell,AL,1,1.7305828603073516e-05
01123,Tallapoosa,AL,1,2.467003823855927e-05
01127,Walker,AL,2,3.1412461323406996e-05
01129,Washington,AL,1,6.0968174612852094e-05
02068,Denali,AK,1,0.0004921259842519685
02090,Fairbanks North Star,AK,1,1.0145589205093085e-05
02122,Kenai Peninsula,AK,2,3.415242226054883e-05
04003,Cochise,AZ,1,7.910703973546607e-06
04005,Coconino,AZ,3,2.1049234158697194e-05
04013,Maricopa,AZ,24,5.451568154937201e-06
04013,Maricopa,CA,1,2.271486731223834e-07
04015,Mohave,AZ,7,3.344609445177073e-05
04017,Navajo,AZ,2,1.8141905988643168e-05
04019,Pima,AZ,9,8.68261566691171e-06
04021,Pinal,AZ,6,1.3428646884777733e-05
04025,Yavapai,AZ,4,1.725834009284987e-05
05007,Benton,AR,4,1.4691514915560518e-05
05009,Boone,AR,1,2.6748696001069948e-05
05031,Craighead,AR,1,9.18982502573151e-06
05045,Faulkner,AR,1,7.991177739775289e-06
05051,Garland,AR,1,1.0104480326576804e-05
05091,Miller,AR,1,2.3061666897283336e-05
05093,Mississippi,AR,1,2.425065476767873e-05
05101,Newton,AR,2,0.0002564102564102564
05119,Pulaski,AR,4,1.0206216606535041e-05
05121,Randolph,AR,2,0.00011129660545353366
05131,Sebastian,AR,1,7.838833581563063e-06
05139,Union,AR,1,2.554996295255372e-05
05141,Van Buren,AR,1,6.0114217012323416e-05
05143,Washington,AR,2,8.45269239384475e-06
06001,Alameda,CA,7,4.199774892065786e-06
06007,Butte,CA,2,8.682854401555967e-06
06013,Contra Costa,CA,11,9.560902514430443e-06
06015,Del Norte,CA,1,3.604902667627974e-05
06017,El Dorado,CA,2,1.0485147788158075e-05
06017,El Dorado,TN,1,5.2425738940790374e-06
06019,Fresno,CA,6,6.048691970361409e-06
06023,Humboldt,CA,2,1.4679545521270661e-05
06029,Kern,CA,2,2.2377422076221975e-06
06033,Lake,CA,2,3.109597773527994e-05
06037,Los Angeles,CA,104,1.0323701650581214e-05
06041,Marin,CA,4,1.5404641418459382e-05
06045,Mendocino,CA,3,3.4324550062356265e-05
06047,Merced,CA,1,3.647624849079522e-06
06053,Monterey,CA,2,4.608825901601567e-06
06055,Napa,CA,1,7.205181966870573e-06
06057,Nevada,CA,2,2.0098886521686698e-05
06059,Orange,CA,20,6.297282753978073e-06
06061,Placer,CA,4,1.0195498687329544e-05
06065,Riverside,CA,15,6.132990212974218e-06
06067,Sacramento,CA,9,5.848918534962886e-06
06071,San Bernardino,CA,11,5.076720789125479e-06
06073,San Diego,CA,22,6.598955385362497e-06
06075,San Francisco,CA,6,6.812793517854061e-06
06077,San Joaquin,CA,5,6.644597742697255e-06
06079,San Luis Obispo,CA,3,1.0587463032108246e-05
06081,San Mateo,CA,1,1.3009297745098422e-06
06083,Santa Barbara,CA,5,1.121629503342456e-05
06085,Santa Clara,CA,13,6.727604967456505e-06
06087,Santa Cruz,CA,2,7.303508240183172e-06
06089,Shasta,CA,2,1.1129103161221752e-05
06095,Solano,CA,7,1.5704750687082843e-05
06097,Sonoma,CA,5,1.0027213858411729e-05
06099,Stanislaus,CA,4,7.297592159466984e-06
06101,Sutter,CA,1,1.0379042637107153e-05
06109,Tuolumne,CA,1,1.838674683288286e-05
06111,Ventura,CA,7,8.253334936838407e-06
08001,Adams,CO,5,9.777962038040183e-06
08005,Arapahoe,CO,5,7.671100051089526e-06
08007,Archuleta,CO,1,7.283321194464675e-05
08013,Boulder,CO,6,1.8482238568735446e-05
08014,Broomfield,CO,1,1.4425018752524378e-05
08027,Custer,CO,1,0.00020267531414673692
08029,Delta,CO,1,3.237922548892631e-05
08031,Denver,CO,5,6.980656600559849e-06
08035,Douglas,CO,2,5.831090792999193e-06
08037,Eagle,CO,1,1.8200680705458385e-05
08041,El Paso,CO,7,9.830231895170407e-06
08059,Jefferson,CO,7,1.208163039876284e-05
08067,La Plata,CO,1,1.7762304836675607e-05
08069,Larimer,CO,6,1.7110591456111332e-05
08077,Mesa,CO,2,1.3076083190041256e-05
08085,Montrose,CO,1,2.3693313746860637e-05
08093,Park,CO,1,5.398110661268556e-05
08101,Pueblo,CO,1,5.972930678166549e-06
08103,Rio Blanco,CO,1,0.0001579778830963665
08119,Teller,CO,1,3.98200135388046e-05
09001,Fairfield,CT,3,3.1780637328900993e-06
09003,Hartford,CT,6,6.722086535660669e-06
09005,Litchfield,CT,1,5.5219636102598085e-06
09009,New Haven,CT,6,7.001403781458183e-06
09011,New London,CT,3,1.1266124640892276e-05
09013,Tolland,CT,1,6.636184459383233e-06
10003,New Castle,DE,7,1.2554927809165097e-05
10005,Sussex,DE,5,2.179703473139514e-05
11001,District of Columbia,DC,13,1.8530476218984616e-05
12001,Alachua,FL,4,1.487812952155655e-05
12005,Bay,FL,3,1.6108247422680413e-05
12007,Bradford,FL,2,7.206687806284232e-05
12009,Brevard,FL,1,1.6800990586404975e-06
12011,Broward,FL,32,1.6443083550904447e-05
12015,Charlotte,FL,2,1.0819641978046946e-05
12017,Citrus,FL,1,6.771305914058585e-06
12019,Clay,FL,1,4.631602349148712e-06
12021,Collier,FL,2,5.28819331519483e-06
12023,Columbia,FL,2,2.8301352804664063e-05
12031,Duval,FL,13,1.3703655291930023e-05
12033,Escambia,FL,2,6.3471107951660405e-06
12035,Flagler,FL,2,1.784360083864924e-05
12047,Hamilton,FL,1,7.011639321273313e-05
12053,Hernando,FL,3,1.574125573244063e-05
