c_fips,county,state,total,per_capita
01003,Baldwin,AL,2,8.959208722685613e-06
01031,Coffee,AL,1,1.9105116350158574e-05
01039,Covington,AL,1,2.699128181597344e-05
01043,Cullman,AL,1,1.1937732785789323e-05
01045,Dale,AL,1,2.033677702757667e-05
01055,Etowah,AL,1,9.778229749286189e-06
01057,Fayette,AL,1,6.13421666053245e-05
01065,Hale,AL,1,6.825472663981981e-05
01067,Henry,AL,1,5.812263876780006e-05
01071,Jackson,AL,1,1.9370084840971602e-05
01073,Jefferson,AL,7,1.0629041882980322e-05
01077,Lauderdale,AL,1,1.078411284495681e-05
01085,Lowndes,AL,3,0.00030845157310302283
01089,Madison,AL,3,8.044858128926897e-06
01095,Marshall,AL,6,6.2000124000248e-05
01097,Mobile,AL,5,1.2100384792236393e-05
01113,Russell,AL,1,1.725298045237315e-05
01115,St. Clair,AL,1,1.1171686477790688e-05
01117,Shelby,AL,1,4.59343506260852e-06
02090,Fairbanks North Star,AK,1,1.0325351836363824e-05
04003,Cochise,AZ,2,1.5882848112323502e-05
04005,Coconino,AZ,2,1.3939613593911176e-05
04007,Gila,AZ,1,1.851234773593987e-05
04009,Graham,AZ,1,2.5748641759147206e-05
04013,Maricopa,AZ,41,9.140739294076311e-06
04015,Mohave,AZ,13,6.126844533676437e-05
04017,Navajo,AZ,1,9.015181565756734e-06
04021,Pinal,AZ,3,6.482435840091272e-06
04023,Santa Cruz,AZ,1,2.1506301346294466e-05
04025,Yavapai,AZ,5,2.1267636187308324e-05
04027,Yuma,AZ,1,4.67755289142932e-06
05005,Baxter,AR,2,4.769627015167414e-05
05007,Benton,AR,2,7.164837841807545e-06
05019,Clark,AR,1,4.4802867383512545e-05
05023,Cleburne,AR,1,4.013002126891127e-05
05037,Cross,AR,1,6.0905049028564466e-05
05051,Garland,AR,1,1.0061779325055843e-05
05055,Greene,AR,3,6.618863761720904e-05
05057,Hempstead,AR,1,4.644250417982538e-05
05063,Independence,AR,2,5.287508261731659e-05
05083,Logan,AR,1,4.658529768005217e-05
05115,Pope,AR,1,1.5607441628168312e-05
05119,Pulaski,AR,4,1.0206398901791478e-05
05123,St. Francis,AR,1,4.000960230455309e-05
05131,Sebastian,AR,2,1.5646146745210322e-05
05143,Washington,AR,2,8.361658451337239e-06
06001,Alameda,CA,13,7.778241148211992e-06
06007,Butte,CA,1,4.562335185641419e-06
06011,Colusa,CA,1,4.64101731099457e-05
06013,Contra Costa,CA,9,7.802164840671124e-06
06017,El Dorado,CA,3,1.5556696379956753e-05
06019,Fresno,CA,2,2.001799617856453e-06
06023,Humboldt,CA,2,1.4753832307941988e-05
06025,Imperial,CA,1,5.518306983417488e-06
06027,Inyo,AL,1,5.543544542380398e-05
06027,Inyo,CA,9,0.0004989190088142358
06029,Kern,CA,2,2.221723568710134e-06
06031,Kings,CA,1,6.538511834706421e-06
06037,Los Angeles,CA,98,9.761824433189127e-06
06041,Marin,CA,5,1.9317997419115543e-05
06043,Mariposa,CA,1,5.812939603557519e-05
06045,Mendocino,CA,1,1.152751040357814e-05
06047,Merced,CA,1,3.6012676462114663e-06
06051,Mono,CA,6,0.0004153973968429798
06053,Monterey,CA,3,6.911470968366197e-06
06057,Nevada,CA,5,5.0122800862112174e-05
06059,Orange,AZ,1,3.1489199834240855e-07
06059,Orange,CA,20,6.29783996684817e-06
06061,Placer,CA,8,2.0083900494315e-05
06065,Riverside,CA,29,1.1738295907058602e-05
06067,Sacramento,CA,9,5.798752366213118e-06
06071,San Bernardino,CA,15,6.88046566991654e-06
06073,San Diego,CA,25,7.488774327283402e-06
06075,San Francisco,CA,10,1.134366892821613e-05
06077,San Joaquin,CA,2,2.624162236206091e-06
06079,San Luis Obispo,CA,2,7.0643669797358635e-06
06081,San Mateo,CA,4,5.218028811346082e-06
06085,Santa Clara,CA,13,6.7432562250629195e-06
06087,Santa Cruz,CA,5,1.8300739715899317e-05
06089,Shasta,CA,6,3.331852509995558e-05
06095,Solano,CA,3,6.701769043635218e-06
06097,Sonoma,CA,5,1.0114577938891766e-05
06099,Stanislaus,CA,1,1.8160026150437657e-06
06107,Tulare,CA,3,6.435075451259666e-06
06109,Tuolumne,CA,1,1.8356033628253606e-05
06111,Ventura,CA,13,1.5366321279045304e-05
06113,Yolo,CA,1,4.535147392290249e-06
08001,Adams,CO,2,3.865324368357682e-06
08003,Alamosa,CO,1,6.160290765724142e-05
08005,Arapahoe,CO,2,3.0460409083293987e-06
08013,Boulder,CO,2,6.131283032287337e-06
08014,Broomfield,CO,1,1.4191442560136238e-05
08029,Delta,CO,1,3.209036647198511e-05
08031,Denver,CO,7,9.625816991217129e-06
08035,Douglas,CO,2,5.695506814673904e-06
08041,El Paso,CO,9,1.2493007386143589e-05
08047,Gilpin,CO,1,0.00016017940092904052
08059,Jefferson,CO,2,3.4312321039800577e-06
08069,Larimer,CO,2,5.603826292592582e-06
08075,Logan,CO,1,4.462492748449284e-05
08093,Park,CO,1,5.306447333510215e-05
08101,Pueblo,CO,1,5.937396095568328e-06
08121,Washington,CO,2,0.00040749796251018743
08123,Weld,CO,3,9.245220221145668e-06
09001,Fairfield,CT,12,1.2720866036559769e-05
09003,Hartford,CT,4,4.485713004081999e-06
09009,New Haven,CT,6,7.0195388864905465e-06
09011,New London,CT,2,7.541307511896412e-06
10001,Kent,DE,1,5.531401767836005e-06
10003,New Castle,DE,1,1.7896995631343367e-06
10005,Sussex,DE,3,1.2808197246237593e-05
11001,District of Columbia,DC,7,9.918540444265595e-06
12001,Alachua,FL,5,1.858438985589664e-05
12003,Baker,FL,2,6.846970215679562e-05
12005,Bay,FL,2,1.144786926533299e-05
12009,Brevard,FL,7,1.1629027381375614e-05
12011,Broward,FL,16,8.193455682110307e-06
12015,Charlotte,FL,3,1.588057805304113e-05
12017,Citrus,FL,2,1.3363892099935186e-05
12019,Clay,FL,3,1.368288544688304e-05
12021,Collier,FL,4,1.0392255691059022e-05
12023,Columbia,FL,3,4.1849175571241246e-05
12027,DeSoto,FL,1,2.6315096971132338e-05
12029,Dixie,FL,2,0.00011886366337810531
12031,Duval,FL,16,1.670573372104557e-05
12033,Escambia,FL,3,9.424596941404139e-06
12037,Franklin,FL,1,8.247422680412371e-05
12039,Gadsden,FL,1,2.1901007446342533e-05
12041,Gilchrist,FL,1,5.381552039608223e-05
12051,Hendry,FL,2,4.7594117367093426e-05
12053,Hernando,FL,2,1.0313531353135314e-05
12055,Highlands,WI,1,9.414334265352426e-06
12057,Hillsborough,FL,13,8.831713732907237e-06
12063,Jackson,FL,1,2.1545223423966907e-05
12069,Lake,FL,3,8.171759488774726e-06
12071,Lee,FL,8,1.0381830757990441e-05
12075,Levy,FL,1,2.4094643760691998e-05
12081,Manatee,FL,2,4.959665520157321e-06
