c_fips,county,state,total,per_capita
01001,Autauga,AL,1,1.810184095722535e-05
01003,Baldwin,AL,8,3.85354598484593e-05
01007,Bibb,AL,1,4.4275214734791464e-05
01011,Bullock,AL,1,9.62556550197324e-05
01029,Cleburne,AL,1,6.734913793103448e-05
01033,Colbert,AL,1,1.83496339248032e-05
01035,Conecuh,AL,1,8e-05
01043,Cullman,AL,2,2.425712553062462e-05
01047,Dallas,AL,1,2.49500998003992e-05
01049,DeKalb,AL,1,1.4063906390639063e-05
01051,Elmore,AL,1,1.2314664302251121e-05
01057,Fayette,AL,1,6.037553583288052e-05
01069,Houston,AL,3,2.878581435068798e-05
01071,Jackson,AL,4,7.694083249980765e-05
01073,Jefferson,AL,9,1.3629280540567554e-05
01077,Lauderdale,AL,6,6.491750067622397e-05
01081,Lee,AL,5,3.141334941696823e-05
01089,Madison,AL,8,2.2425987234006766e-05
01095,Marshall,AL,1,1.0513809889289582e-05
01097,Mobile,AL,7,1.6869705623636866e-05
01101,Montgomery,AL,2,8.803979398688207e-06
01103,Morgan,AL,5,4.2014688335041934e-05
01115,St. Clair,AL,4,4.5815866034407715e-05
01117,Shelby,AL,12,5.6796130290322886e-05
01119,Sumter,AL,1,7.71188401326444e-05
01121,Talladega,AL,1,1.2414341046777236e-05
01125,Tuscaloosa,AL,5,2.421729696218227e-05
01127,Walker,AL,1,1.5495947809647776e-05
01131,Wilcox,AL,1,9.221689413500554e-05
01133,Winston,AL,1,4.182875308487054e-05
02020,Anchorage,AK,7,2.3549280233070592e-05
02090,Fairbanks North Star,AK,3,2.9811294505778423e-05
02122,Kenai Peninsula,AK,2,3.421259707824421e-05
02170,Matanuska-Susitna,AK,2,1.9208789942277585e-05
04001,Apache,AZ,2,2.8018660427844945e-05
04003,Cochise,AZ,2,1.5912671260124436e-05
04005,Coconino,AZ,7,4.985506420620055e-05
04013,Maricopa,AZ,92,2.161581507012335e-05
04013,Maricopa,MS,1,2.3495451163177554e-07
04015,Mohave,AZ,3,1.4604794267131423e-05
04017,Navajo,AZ,3,2.765818175113168e-05
04019,Pima,AZ,26,2.557275596607479e-05
04021,Pinal,AZ,4,9.587888579146822e-06
04025,Yavapai,AZ,6,2.671713236112657e-05
04027,Yuma,AZ,1,4.825160315951498e-06
05005,Baxter,AR,1,2.4312562300940897e-05
05007,Benton,AR,6,2.3147076524234988e-05
05009,Boone,AR,1,2.6839152956332697e-05
05033,Crawford,AR,1,1.606090294396351e-05
05037,Cross,AR,1,5.873715124816446e-05
05045,Faulkner,AR,6,4.909742565831465e-05
05051,Garland,AR,2,2.034960623511935e-05
05053,Grant,AR,1,5.5358724534986716e-05
05055,Greene,AR,2,4.47127207690588e-05
05063,Independence,AR,1,2.6941832583452328e-05
05067,Jackson,AR,1,5.786367318597385e-05
05069,Jefferson,AR,2,2.8406266422372776e-05
05077,Lee,AR,1,0.0001071007818357074
05083,Logan,AR,1,4.601509295048776e-05
05085,Lonoke,AR,2,2.7853989387630044e-05
05087,Madison,AR,1,6.206554121151936e-05
