c_fips,county,state,total,per_capita
01001,Autauga,AL,1,1.810184095722535e-05
01003,Baldwin,AL,8,3.85354598484593e-05
01003,Baldwin,FL,2,9.633864962114825e-06
01015,Calhoun,AL,1,8.697694241256642e-06
01019,Cherokee,AL,1,3.88078236572493e-05
01035,Conecuh,AL,2,0.00016
01045,Dale,AL,1,2.025849844009562e-05
01051,Elmore,AL,1,1.2314664302251121e-05
01053,Escambia,FL,1,2.66844563042028e-05
01055,Etowah,AL,1,9.722424772738321e-06
01071,Jackson,AL,1,1.9235208124951912e-05
01073,Jefferson,AL,2,3.028729009015012e-06
01073,Jefferson,FL,1,1.514364504507506e-06
01081,Lee,AL,4,2.5130679533574587e-05
01089,Madison,AL,7,1.962273882975592e-05
01097,Mobile,AL,9,2.1689621516104545e-05
01101,Montgomery,AL,2,8.803979398688207e-06
01115,St. Clair,AL,1,1.1453966508601929e-05
01117,Shelby,AL,3,1.4199032572580721e-05
01121,Talladega,AL,1,1.2414341046777236e-05
01125,Tuscaloosa,AL,3,1.4530378177309362e-05
02020,Anchorage,AK,6,2.0185097342631935e-05
02070,Dillingham,AK,1,0.00020120724346076458
02122,Kenai Peninsula,AK,2,3.421259707824421e-05
02170,Matanuska-Susitna,AK,1,9.604394971138793e-06
04001,Apache,AZ,3,4.202799064176742e-05
04003,Cochise,AZ,5,3.978167815031109e-05
04005,Coconino,AZ,1,7.1221520294572205e-06
04007,Gila,AZ,1,1.8742034635280007e-05
04013,Maricopa,AZ,46,1.0807907535061674e-05
04013,Maricopa,MN,1,2.3495451163177554e-07
04015,Mohave,AZ,6,2.9209588534262846e-05
04017,Navajo,AZ,1,9.219393917043894e-06
04019,Pima,AZ,21,2.0654918280291175e-05
04021,Pinal,AZ,4,9.587888579146822e-06
04023,Santa Cruz,AZ,1,2.1551724137931033e-05
04025,Yavapai,AZ,3,1.3358566180563285e-05
04027,Yuma,AZ,1,4.825160315951498e-06
05005,Baxter,AR,1,2.4312562300940897e-05
05007,Benton,AR,2,7.715692174744997e-06
05019,Clark,AR,1,4.424387222369702e-05
05031,Craighead,AR,1,9.4400181248348e-06
05033,Crawford,AR,2,3.212180588792702e-05
05035,Crittenden,AR,1,2.0281507321624144e-05
05051,Garland,AR,1,1.0174803117559675e-05
05055,Greene,AR,1,2.23563603845294e-05
05069,Jefferson,AR,2,2.8406266422372776e-05
05093,Mississippi,AR,1,2.331002331002331e-05
05097,Montgomery,AR,1,0.00011190689346463742
05109,Pike,AR,1,9.237021984112322e-05
05115,Pope,AR,1,1.5650187019734884e-05
05119,Pulaski,AR,14,3.5519382165718217e-05
05121,Randolph,AR,1,5.732630130703967e-05
05123,St. Francis,AR,2,7.590997077466125e-05
05125,Saline,AR,1,8.499354049092269e-06
05139,Union,AR,1,2.5075854459740714e-05
05143,Washington,AR,1,4.3767123887220875e-06
06001,Alameda,CA,34,2.0594203337472365e-05
06005,Amador,CA,1,2.6717251329183253e-05
06007,Butte,CA,2,8.840521413952994e-06
06009,Calaveras,CA,1,2.2064339614315342e-05
